hand_id,finger_id,samples,duration_s,median_dt_s,median_step_px,p95_step_px,max_step_px,p95_velocity_px_s,large_jump_count,unstable_sample_count,no_zone_sample_count,zone_jitter_switches,top_zone,top_reason,tracking_sources
9,20,36,3.1926263999775983,0.10343359998660162,8.246211251235321,17.029386365926403,23.021728866442675,210.5615837662774,0,0,0,6,F4,not_armed,"{""legacy+refined"": 36}"
11,4,94,6.9835334999952465,0.07459199998993427,1.0,2.23606797749979,3.605551275463989,29.530072953619637,0,0,0,0,B4,pressed,"{""legacy+refined"": 94}"
11,8,94,6.9835334999952465,0.07459199998993427,1.0,6.332939091178674,27.51363298439521,82.82008596466105,1,0,0,0,A4,pressed,"{""legacy+refined"": 94}"
11,12,94,6.9835334999952465,0.07459199998993427,1.4142135623730951,6.622671007269825,9.0,86.90186068667958,0,0,0,4,G4,not_armed,"{""legacy+refined"": 94}"
11,16,94,6.9835334999952465,0.07459199998993427,3.0,15.025376257380598,22.02271554554524,199.6932775059093,0,0,0,4,E4,pressed,"{""legacy+refined"": 94}"
11,20,94,6.9835334999952465,0.07459199998993427,2.8284271247461903,8.74855630244548,19.235384061671343,118.13808145192803,0,0,0,5,E4,not_armed,"{""legacy+refined"": 94}"
12,4,4,0.23218410002300516,0.075488000002224,8.06225774829855,10.868531673578907,11.180339887498949,148.69903778400754,0,2,0,0,A4,unstable_tracking,"{""legacy+refined"": 4}"
12,8,4,0.23218410002300516,0.075488000002224,7.211102550927978,10.414406907934904,10.770329614269007,125.23714570630526,0,0,0,1,E4,lifting,"{""legacy+refined"": 4}"
12,12,4,0.23218410002300516,0.075488000002224,1.0,2.946049894151541,3.1622776601683795,40.36234067001197,0,0,0,0,G4,not_armed,"{""legacy+refined"": 4}"
12,16,4,0.23218410002300516,0.075488000002224,9.055385138137417,14.67289120051426,15.297058540778355,176.30205080998917,0,0,0,0,A4,not_armed,"{""legacy+refined"": 4}"
12,20,4,0.23218410002300516,0.075488000002224,2.8284271247461903,3.1288926066261604,3.1622776601683795,42.7844834273937,0,0,0,0,B4,armed,"{""legacy+refined"": 4}"
13,4,9,0.6308482999447733,0.07369360001757741,1.0,5.735442283224637,8.06225774829855,79.7060846900496,0,0,0,0,B4,armed,"{""legacy+refined"": 9}"
13,8,9,0.6308482999447733,0.07369360001757741,1.7071067811865475,2.8284271247461903,2.8284271247461903,36.11318775661755,0,0,0,0,A4,not_armed,"{""legacy+refined"": 9}"
13,12,9,0.6308482999447733,0.07369360001757741,1.4142135623730951,3.4504055101105253,3.605551275463989,48.4494594990799,0,0,0,0,G4,not_armed,"{""legacy+refined"": 9}"
13,16,9,0.6308482999447733,0.07369360001757741,2.0,4.682623792124924,6.0,66.85118474431188,0,0,0,0,E4,not_armed,"{""legacy+refined"": 9}"
13,20,9,0.6308482999447733,0.07369360001757741,1.4142135623730951,2.6211014232099497,2.8284271247461903,37.26315402740597,0,0,0,1,E4,not_armed,"{""legacy+refined"": 9}"
15,4,3,0.1485077000106685,0.07425385000533424,2.9431747586863373,4.319239835368255,4.47213595499958,56.83686946670048,0,0,0,0,B4,armed,"{""legacy+refined"": 3}"
15,8,3,0.1485077000106685,0.07425385000533424,7.0,11.499999999999998,12.0,158.65994776308997,0,0,0,0,A4,not_armed,"{""legacy+refined"": 3}"
15,12,3,0.1485077000106685,0.07425385000533424,1.5,1.95,2.0,26.881601061519692,0,0,0,0,G4,not_armed,"{""legacy+refined"": 3}"
15,16,3,0.1485077000106685,0.07425385000533424,4.949747468305833,5.586143571373726,5.656854249492381,76.96237431527231,0,0,0,0,E4,not_armed,"{""legacy+refined"": 3}"
15,20,3,0.1485077000106685,0.07425385000533424,3.6502815398728847,4.38995051348691,4.47213595499958,60.49851289994255,0,0,0,0,E4,not_armed,"{""legacy+refined"": 3}"
17,4,22,1.560859100020025,0.07365840004058555,1.4142135623730951,11.704699910719626,68.6804193347711,156.43205369510963,1,1,0,0,B4,armed,"{""legacy+refined"": 22}"
17,8,22,1.560859100020025,0.07365840004058555,1.0,4.0,68.4470598345904,53.45956919471058,1,1,0,0,A4,not_armed,"{""legacy+refined"": 22}"
17,12,22,1.560859100020025,0.07365840004058555,1.4142135623730951,3.605551275463989,68.73136110975832,48.29339779090148,1,0,0,9,G4,not_armed,"{""legacy+refined"": 22}"
17,16,22,1.560859100020025,0.07365840004058555,2.0,4.123105625617661,68.5054742338158,55.22561320008777,1,0,0,0,E4,not_armed,"{""legacy+refined"": 22}"
17,20,22,1.560859100020025,0.07365840004058555,1.4142135623730951,4.123105625617661,68.59300255857006,48.65136200656934,1,0,0,3,D4,not_armed,"{""legacy+refined"": 22}"
