frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
132,10.267377600015607,G4,g4,1,8,143.19025684271818,0.2310840467853283
133,10.345010399993043,E4,e4,1,16,334.90998659789017,0.763638851660806
135,10.498703000019304,A4,a4,1,4,297.18641983310164,0.6588511662030601
174,13.441099099989515,A4,a4,3,8,521.1150170642981,1.0
186,14.335320200014394,D4,d4,3,20,111.00411549276595,0.22
196,15.07535200001439,D4,d4,3,20,222.58670789723823,0.4516297441589951
206,15.838610699982382,D4,d4,3,20,312.398555561934,0.70110709878315
