frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
22,1.6434170000138693,B4,b4,0,4,282.99026389205414,0.6194173997001504
25,1.8789834000053816,G4,g4,0,12,389.68832732963637,0.9158009092489899
101,7.5631084000342526,B4,b4,6,4,104.85342135577906,0.22
115,8.596663900010753,A4,a4,6,8,82.05464842669116,0.22
198,14.719493200012948,A4,a4,6,8,119.85585336039547,0.22
260,19.4984567000065,A4,a4,6,8,139.11635821878428,0.22
