frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
133,10.198583699995652,B4,b4,11,4,203.00137525173696,0.397226042365936
246,18.566446499957237,A4,a4,14,4,133.4844378108234,0.22
285,21.505555399984587,D4,d4,14,20,100.86542531338237,0.22
