frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
156,12.20149519998813,A4,a4,0,8,259.0645315804664,0.5529570321679622
194,15.051358900032938,A4,a4,0,8,197.986757476033,0.38329654854453615
