hand_id,finger_id,samples,duration_s,median_dt_s,median_step_px,p95_step_px,max_step_px,p95_velocity_px_s,large_jump_count,unstable_sample_count,no_zone_sample_count,zone_jitter_switches,top_zone,top_reason,tracking_sources
42,4,22,1.5559104999992996,0.07368420000420883,1.4142135623730951,4.123105625617661,11.40175425099138,57.00550582843467,0,2,0,0,A4,not_armed,"{""legacy"": 22}"
42,8,22,1.5559104999992996,0.07368420000420883,1.4142135623730951,7.810249675906654,10.198039027185569,108.09510510146455,0,2,0,0,G4,not_armed,"{""legacy"": 22}"
42,12,22,1.5559104999992996,0.07368420000420883,2.0,9.219544457292887,9.219544457292887,125.19854137704343,0,2,0,0,E4,not_armed,"{""legacy"": 22}"
42,16,22,1.5559104999992996,0.07368420000420883,2.23606797749979,8.06225774829855,9.899494936611665,111.46769517749775,0,2,0,0,D4,not_armed,"{""legacy"": 22}"
42,20,22,1.5559104999992996,0.07368420000420883,1.0,9.486832980505138,10.44030650891055,131.2992862790523,0,2,0,0,C4,not_armed,"{""legacy"": 22}"
44,4,149,11.201256399974227,0.07468449999578297,1.0,2.23606797749979,24.020824298928627,30.837462411639912,0,2,0,0,A4,armed,"{""legacy"": 149}"
44,8,149,11.201256399974227,0.07468449999578297,1.0,4.0,16.1245154965971,53.30773638470251,0,2,0,0,G4,pressed,"{""legacy"": 149}"
44,12,149,11.201256399974227,0.07468449999578297,1.0,2.0,2.23606797749979,25.45301723569095,0,2,0,0,E4,not_armed,"{""legacy"": 149}"
44,16,149,11.201256399974227,0.07468449999578297,1.0,2.23606797749979,4.242640687119285,29.75530240997032,0,2,0,0,D4,lifting,"{""legacy"": 149}"
44,20,149,11.201256399974227,0.07468449999578297,1.0,2.23606797749979,8.06225774829855,29.685663254080417,0,2,0,3,C4,not_armed,"{""legacy"": 149}"
48,4,11,0.7745547000085935,0.07677899999544024,1.2071067811865475,3.1622776601683795,3.1622776601683795,40.36064859064294,0,2,0,0,A4,armed,"{""legacy"": 11}"
48,8,11,0.7745547000085935,0.07677899999544024,1.4142135623730951,2.4556349186104036,2.8284271247461903,32.23706774101812,0,2,0,0,G4,not_armed,"{""legacy"": 11}"
48,12,11,0.7745547000085935,0.07677899999544024,1.2071067811865475,13.742154659765863,22.67156809750927,180.00814564875816,0,2,0,0,E4,not_armed,"{""legacy"": 11}"
48,16,11,0.7745547000085935,0.07677899999544024,1.2071067811865475,13.619751936202437,20.591260281974,175.82226721198722,0,2,0,0,D4,not_armed,"{""legacy"": 11}"
48,20,11,0.7745547000085935,0.07677899999544024,2.699172818834085,29.732215679548673,44.91102314577124,383.781038497116,1,2,0,2,C4,not_armed,"{""legacy"": 11}"
49,4,4,0.22676180000416934,0.0717648999998346,1.0,2.1124611797498107,2.23606797749979,22.879350061595204,0,2,0,0,A4,unstable_tracking,"{""legacy"": 4}"
49,8,4,0.22676180000416934,0.0717648999998346,1.4142135623730951,3.3864175041548994,3.605551275463989,47.5684125121508,0,2,0,0,G4,unstable_tracking,"{""legacy"": 4}"
49,12,4,0.22676180000416934,0.0717648999998346,4.123105625617661,10.474616461310818,11.180339887498949,112.93876128877976,0,2,0,0,E4,unstable_tracking,"{""legacy"": 4}"
49,16,4,0.22676180000416934,0.0717648999998346,3.0,3.54499614791759,3.605551275463989,41.42405605703874,0,2,0,0,D4,unstable_tracking,"{""legacy"": 4}"
49,20,4,0.22676180000416934,0.0717648999998346,1.4142135623730951,12.148919013951009,13.341664064126334,168.9798112115364,0,2,0,1,C4,unstable_tracking,"{""legacy"": 4}"
50,4,3,0.15513549995375797,0.07756774997687899,3.08113883008419,3.154163777159961,3.1622776601683795,45.64663630034124,0,2,0,0,A4,unstable_tracking,"{""legacy"": 3}"
50,8,3,0.15513549995375797,0.07756774997687899,8.514693182963201,16.177917047630082,17.029386365926403,249.16165944036186,0,2,0,0,G4,unstable_tracking,"{""legacy"": 3}"
50,12,3,0.15513549995375797,0.07756774997687899,2.5,2.9499999999999997,3.0,45.002401785925095,0,2,0,0,E4,unstable_tracking,"{""legacy"": 3}"
50,16,3,0.15513549995375797,0.07756774997687899,6.582762530298219,11.607248807566616,12.165525060596439,178.55144638026724,0,2,0,0,D4,unstable_tracking,"{""legacy"": 3}"
50,20,3,0.15513549995375797,0.07756774997687899,3.2566165379829397,4.9147792160318,5.0990195135927845,75.38904316989661,0,3,0,0,D4,unstable_tracking,"{""legacy"": 3}"
51,4,3,0.1447965000406839,0.07239825002034195,4.561552812808831,4.956155281280883,5.0,72.35833909726863,0,2,0,0,A4,unstable_tracking,"{""legacy"": 3}"
51,8,3,0.1447965000406839,0.07239825002034195,9.692388155425117,17.515537495307722,18.384776310850235,310.6072659514266,0,2,0,0,G4,unstable_tracking,"{""legacy"": 3}"
51,12,3,0.1447965000406839,0.07239825002034195,5.450523271439117,9.083202009598535,9.486832980505138,160.78588641803802,0,2,0,0,E4,unstable_tracking,"{""legacy"": 3}"
51,16,3,0.1447965000406839,0.07239825002034195,4.772001872658765,8.166803558051654,8.54400374531753,144.65183794111675,0,2,0,0,D4,unstable_tracking,"{""legacy"": 3}"
51,20,3,0.1447965000406839,0.07239825002034195,11.706460592227225,17.395626798810675,18.027756377319946,307.0649694428819,0,2,0,0,D4,unstable_tracking,"{""legacy"": 3}"
52,4,3,0.1414327999809757,0.07071639999048784,1.618033988749895,2.1742645786248005,2.23606797749979,39.61601103148979,0,2,0,0,A4,unstable_tracking,"{""legacy"": 3}"
52,8,3,0.1414327999809757,0.07071639999048784,0.7071067811865476,1.3435028842544403,1.4142135623730951,24.69197828716296,0,2,0,0,G4,unstable_tracking,"{""legacy"": 3}"
52,12,3,0.1414327999809757,0.07071639999048784,2.302775637731995,3.4752737116907895,3.605551275463989,63.527004927787374,0,2,0,0,E4,unstable_tracking,"{""legacy"": 3}"
52,16,3,0.1414327999809757,0.07071639999048784,3.0,5.699999999999999,6.0,104.75919172658352,0,2,0,0,D4,unstable_tracking,"{""legacy"": 3}"
