frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
89,6.760402999992948,G4,g4,44,8,112.01009583904383,0.22
180,13.634094599983655,A4,a4,44,4,125.79059392807723,0.22
437,32.7843228999991,A4,a4,86,4,177.81668470080538,0.3272685686133483
489,36.69090270000743,G4,g4,89,8,135.9332838856819,0.22
