hand_id,finger_id,samples,duration_s,median_dt_s,median_step_px,p95_step_px,max_step_px,p95_velocity_px_s,large_jump_count,unstable_sample_count,no_zone_sample_count,zone_jitter_switches,top_zone,top_reason,tracking_sources
0,4,12,1.0570017999853007,0.09281240002019331,7.810249675906654,16.888910759231663,19.849433241279208,192.08431601351356,0,3,0,0,G4,armed,"{""legacy"": 12}"
0,8,12,1.0570017999853007,0.09281240002019331,4.242640687119285,18.472822062856856,22.80350850198276,171.29815299213726,0,0,0,0,F4,armed,"{""legacy"": 12}"
0,12,12,1.0570017999853007,0.09281240002019331,4.0,21.668097232551485,23.53720459187964,204.75790411339707,0,2,0,1,E4,armed,"{""legacy"": 12}"
0,16,12,1.0570017999853007,0.09281240002019331,5.830951894845301,20.9534091957825,24.186773244895647,196.30331565330886,0,0,0,1,D4,armed,"{""legacy"": 12}"
0,20,12,1.0570017999853007,0.09281240002019331,5.830951894845301,20.43535211931492,24.839484696748443,189.95788547066746,0,0,0,1,C4,armed,"{""legacy"": 12}"
2,4,10,0.8113103000214323,0.0775347999879159,19.235384061671343,65.91043806963401,66.007575322837,752.5054881116916,4,2,0,1,A4,armed,"{""legacy"": 10}"
2,8,10,0.8113103000214323,0.0775347999879159,14.035668847618199,51.37115117564972,66.0,475.55176849653594,3,1,0,0,A4,not_armed,"{""legacy"": 10}"
2,12,10,0.8113103000214323,0.0775347999879159,15.297058540778355,29.85736041605042,35.510561809129406,276.6626079299658,1,7,0,0,F4,unstable_tracking,"{""legacy"": 10}"
2,16,10,0.8113103000214323,0.0775347999879159,13.341664064126334,32.1647074383972,32.55764119219941,371.552465163836,2,0,0,3,F4,not_armed,"{""legacy"": 10}"
2,20,10,0.8113103000214323,0.0775347999879159,8.602325267042627,21.4130373198656,23.021728866442675,283.3660599187124,0,2,0,1,E4,not_armed,"{""legacy"": 10}"
4,4,21,1.8593190999818034,0.08587474998785183,7.9362537121026016,16.658191454940795,21.540659228538015,196.51009020901742,0,2,0,1,B4,armed,"{""legacy"": 21}"
4,8,21,1.8593190999818034,0.08587474998785183,3.1622776601683795,8.675820552426604,11.180339887498949,109.55296124975558,0,1,0,0,A4,not_armed,"{""legacy"": 21}"
4,12,21,1.8593190999818034,0.08587474998785183,5.049509756796392,13.94112522734324,14.866068747318506,125.02664960444358,0,0,0,0,G4,pressed,"{""legacy"": 21}"
4,16,21,1.8593190999818034,0.08587474998785183,8.910934862167757,19.25976900475358,19.72308292331602,207.37596938754874,0,0,0,6,G4,pressed,"{""legacy"": 21}"
4,20,21,1.8593190999818034,0.08587474998785183,11.53182902034099,18.547910875260904,20.615528128088304,194.55231073832638,0,1,0,9,F4,armed,"{""legacy"": 21}"
8,4,3,0.20037780003622174,0.10018890001811087,6.022680508593631,10.5430929663279,11.045361017187261,137.81171806116777,0,0,0,0,B4,armed,"{""legacy"": 3}"
8,8,3,0.20037780003622174,0.10018890001811087,2.118033988749895,2.2242645786248003,2.23606797749979,25.782310159467194,0,0,0,0,A4,not_armed,"{""legacy"": 3}"
8,12,3,0.20037780003622174,0.10018890001811087,5.727806217396338,8.870370633303232,9.219544457292887,115.59621812919784,0,0,0,1,F4,not_armed,"{""legacy"": 3}"
8,16,3,0.20037780003622174,0.10018890001811087,12.366078307134046,12.620807407319571,12.649110640673518,162.23145985765518,0,0,0,0,F4,not_armed,"{""legacy"": 3}"
8,20,3,0.20037780003622174,0.10018890001811087,10.481848922633429,14.667656247642743,15.132745950421556,190.60810851691807,0,0,0,0,E4,not_armed,"{""legacy"": 3}"
