frame_index,timestamp,note_id,sound_id,hand_id,finger_id,velocity,volume
19,1.4914816000382416,C5,c5,6,4,172.99633642805227,0.3138787123001452
112,8.497828799998388,E4,e4,6,20,183.42373507859108,0.34284370855164187
174,13.069798100041226,B4,b4,6,4,257.0404080157047,0.5473344667102908
239,17.90993600001093,F4,f4,6,16,117.0827658376603,0.22
252,18.887243700039107,E4,e4,6,20,344.2254197809249,0.7895150549470136
343,25.694857000024058,B4,b4,9,4,249.48059518797737,0.5263349866332705
